tag_pairs,count
"['quant-ph', 'stat.OT']",1
"['cond-mat.mtrl-sci', 'cs.NE']",7
"['cs.SE', 'cs.SI']",16
"['math.AG', 'math.GR']",3
"['cs.DM', 'math.SP']",6
"['cs.DB', 'stat.CO']",1
"['cs.DL', 'physics.ed-ph']",1
"['cs.SD', 'physics.med-ph']",2
"['cs.DS', 'cs.LG']",480
"['cs.AI', 'stat.ML']",1044
"['eess.IV', 'stat.ML']",42
"['cs.CV', 'physics.ao-ph']",22
"['cs.DS', 'math.PR']",105
"['cs.SI', 'math.ST']",22
"['physics.app-ph', 'quant-ph']",5
"['cs.GT', 'stat.AP']",5
"['cs.DM', 'math.GN']",1
"['cs.CG', 'math.AC']",1
"['cs.CE', 'cs.CG']",1
"['nlin.CD', 'q-bio.NC']",1
"['cond-mat.mtrl-sci', 'cs.RO']",3
"['math.AG', 'math.CO']",18
"['cs.GR', 'q-bio.QM']",2
"['eess.SP', 'nucl-ex']",2
"['cs.AI', 'physics.atom-ph']",1
"['nucl-ex', 'physics.comp-ph']",1
"['cs.DM', 'eess.SP']",7
"['cond-mat.mtrl-sci', 'cs.DC']",2
"['cs.NE', 'q-bio.GN']",1
"['cs.CE', 'econ.GN']",10
"['cs.HC', 'physics.bio-ph']",2
"['cs.CE', 'stat.ME']",6
"['cs.AI', 'cs.SE']",514
"['cs.DM', 'cs.IT']",61
"['astro-ph.GA', 'cs.LG']",36
"['cs.HC', 'eess.SY']",61
"['cs.DM', 'math.RT']",2
"['cs.AI', 'physics.bio-ph']",9
"['cs.CG', 'physics.chem-ph']",1
"['math.AP', 'physics.geo-ph']",2
"['math.DS', 'q-bio.QM']",7
"['cs.SD', 'q-bio.QM']",16
"['cs.CC', 'physics.atom-ph']",2
"['cs.DM', 'math.NA']",5
"['cs.MM', 'cs.PF']",5
"['cs.PF', 'eess.IV']",2
"['q-bio.QM', 'stat.OT']",2
"['math.NA', 'physics.chem-ph']",1
"['hep-th', 'math.DG']",2
"['cs.DS', 'q-bio.NC']",2
"['eess.SY', 'q-bio.QM']",1
"['cs.CR', 'cs.HC']",95
"['cs.CR', 'eess.SY']",117
"['cs.DC', 'math.OC']",124
"['cs.CR', 'cs.IR']",60
"['cs.IR', 'cs.SD']",66
"['hep-ph', 'physics.comp-ph']",4
"['cs.AR', 'cs.CY']",10
"['cs.DC', 'cs.SE']",62
"['cs.PL', 'cs.RO']",6
"['astro-ph.EP', 'cs.CV']",8
"['cs.CL', 'physics.data-an']",1
"['eess.SP', 'math.AT']",2
"['q-fin.GN', 'q-fin.TR']",2
"['cs.GT', 'math.ST']",10
"['cs.CV', 'cs.IT']",58
"['cs.GL', 'math.HO']",1
"['math.RA', 'quant-ph']",1
"['math.AT', 'stat.ML']",19
"['cs.CE', 'math.QA']",1
"['math.GR', 'stat.ML']",3
"['cs.CG', 'cs.FL']",1
"['cs.NE', 'physics.ins-det']",1
"['q-fin.CP', 'q-fin.PR']",3
"['physics.app-ph', 'physics.ins-det']",4
"['cond-mat.soft', 'cs.AI']",1
"['cs.SC', 'stat.AP']",3
"['hep-ex', 'stat.AP']",1
"['econ.GN', 'quant-ph']",2
"['astro-ph.EP', 'physics.data-an']",4
"['cs.SD', 'physics.pop-ph']",1
"['cs.LO', 'nlin.AO']",1
"['cs.LG', 'econ.GN']",32
"['cs.AI', 'physics.ins-det']",3
"['cs.LG', 'math-ph']",47
"['cond-mat.stat-mech', 'math.NA']",3
"['q-bio.BM', 'q-bio.GN']",4
"['cs.IR', 'cs.NI']",9
"['cs.DB', 'math.CT']",2
"['cs.AR', 'cs.HC']",5
"['cs.MM', 'physics.flu-dyn']",1
"['cs.CE', 'cs.DS']",5
"['cs.CG', 'math.GR']",2
"['math.SP', 'math.ST']",2
"['math.DS', 'physics.flu-dyn']",6
"['physics.data-an', 'q-fin.ST']",2
"['physics.flu-dyn', 'stat.CO']",1
"['cs.CE', 'physics.space-ph']",1
"['cond-mat.stat-mech', 'physics.chem-ph']",3
"['nlin.SI', 'physics.flu-dyn']",1
"['math.NA', 'math.OC']",121
"['cs.AI', 'physics.ao-ph']",41
"['eess.SY', 'stat.ML']",95
"['cs.PL', 'stat.CO']",5
"['astro-ph.IM', 'physics.space-ph']",7
"['cs.LG', 'physics.space-ph']",17
"['cond-mat.supr-con', 'cs.LG']",6
"['cs.CL', 'eess.SY']",11
"['cs.AI', 'math.SG']",1
"['econ.GN', 'eess.SY']",3
"['math.FA', 'math.LO']",1
"['astro-ph.EP', 'physics.ins-det']",1
"['cond-mat.stat-mech', 'econ.GN']",3
"['math.AT', 'math.SP']",1
"['nlin.CD', 'stat.ML']",2
"['cond-mat.dis-nn', 'physics.app-ph']",5
"['eess.SY', 'math.DG']",3
"['cs.GT', 'cs.IT']",24
"['cs.AI', 'cs.CV']",5152
"['cs.MM', 'eess.IV']",127
"['cs.SI', 'stat.ML']",108
"['cs.AI', 'cs.PL']",133
"['cs.DS', 'math.RT']",2
"['cs.SE', 'eess.SY']",48
"['cs.GR', 'cs.SD']",23
"['cs.AI', 'econ.TH']",30
"['cs.CL', 'cs.IT']",38
"['cs.MA', 'cs.SD']",2
"['cs.GT', 'math.PR']",23
"['cs.ET', 'q-bio.SC']",2
"['cs.RO', 'q-bio.NC']",17
"['cs.LG', 'nlin.AO']",22
"['cs.CL', 'eess.IV']",29
"['cs.AR', 'stat.AP']",1
"['cs.OS', 'q-bio.GN']",1
"['cond-mat.soft', 'physics.ao-ph']",1
"['cs.RO', 'stat.ME']",2
"['cs.MA', 'q-bio.QM']",3
"['cs.IR', 'q-bio.PE']",2
"['math.AG', 'math.FA']",1
"['cs.HC', 'stat.ML']",33
"['cs.CR', 'cs.OS']",30
"['cs.AI', 'physics.chem-ph']",28
"['cs.GL', 'stat.ME']",1
"['cs.LO', 'math.AG']",5
"['cs.DC', 'cs.IR']",25
"['math.GR', 'math.RT']",4
"['cs.CR', 'cs.PF']",20
"['econ.TH', 'physics.soc-ph']",10
"['cs.GR', 'physics.data-an']",1
"['math.CO', 'math.DS']",11
"['astro-ph.EP', 'astro-ph.SR']",10
"['math.CO', 'q-bio.PE']",11
"['astro-ph.SR', 'physics.plasm-ph']",1
"['math.NA', 'q-fin.RM']",1
"['eess.AS', 'math.NT']",2
"['cs.GT', 'q-fin.TR']",9
"['math.NA', 'stat.ML']",159
"['cs.AI', 'gr-qc']",8
"['cond-mat.mes-hall', 'cs.LG']",31
"['eess.IV', 'q-bio.GN']",4
"['physics.data-an', 'physics.geo-ph']",4
"['cs.AI', 'physics.ed-ph']",6
"['eess.SP', 'stat.CO']",10
"['physics.chem-ph', 'stat.ME']",2
"['cs.DM', 'math.CT']",3
"['cs.SI', 'physics.hist-ph']",1
"['cs.CL', 'math.QA']",3
"['cs.CL', 'math.HO']",7
"['math.ST', 'physics.data-an']",3
"['cs.DC', 'cs.MS']",30
"['cs.CV', 'cs.NE']",218
"['cond-mat.stat-mech', 'cs.CC']",12
"['cs.LO', 'math.PR']",20
"['physics.chem-ph', 'q-bio.QM']",15
"['cs.CV', 'cs.SE']",27
"['cond-mat.soft', 'physics.comp-ph']",4
"['math.CT', 'math.DS']",5
"['cs.SI', 'q-bio.NC']",7
"['cs.MS', 'math.DS']",6
"['cs.RO', 'physics.chem-ph']",1
"['cs.CE', 'math.FA']",1
"['cs.ET', 'physics.data-an']",2
"['cs.IT', 'math.DG']",9
"['physics.chem-ph', 'physics.data-an']",5
"['math.NA', 'physics.comp-ph']",62
"['cs.AI', 'cs.DS']",101
"['cs.LG', 'stat.CO']",232
"['cond-mat.dis-nn', 'hep-th']",7
"['cs.DM', 'stat.ML']",13
"['math.DS', 'math.ST']",4
"['cs.CG', 'eess.IV']",4
"['cs.CR', 'math.GR']",11
"['cs.NI', 'cs.PL']",2
"['eess.SP', 'physics.soc-ph']",3
"['q-fin.ST', 'stat.AP']",11
"['cs.CE', 'physics.plasm-ph']",4
"['cond-mat.dis-nn', 'cs.DM']",4
"['cs.CV', 'physics.data-an']",14
"['cs.LO', 'math-ph']",2
"['cs.CE', 'q-bio.NC']",3
"['cs.CV', 'nlin.PS']",2
"['astro-ph.EP', 'eess.SP']",1
"['cs.GT', 'math.CT']",2
"['physics.optics', 'stat.ML']",4
"['cond-mat.mes-hall', 'cs.AI']",6
"['cs.CV', 'physics.geo-ph']",19
"['cs.CC', 'cs.FL']",28
"['math.DS', 'math.NA']",45
"['cs.MA', 'stat.ME']",4
"['astro-ph.IM', 'cs.IT']",4
"['eess.AS', 'math.HO']",2
"['cs.SD', 'q-bio.NC']",11
"['cs.OH', 'q-fin.GN']",1
"['cs.LG', 'math.RA']",5
"['astro-ph.GA', 'astro-ph.IM']",36
"['eess.IV', 'math.NA']",12
"['cs.CC', 'cs.DB']",11
"['cs.AI', 'physics.med-ph']",33
"['cond-mat.soft', 'physics.flu-dyn']",3
"['cs.DC', 'cs.SC']",2
"['cs.DB', 'cs.DS']",64
"['math.QA', 'quant-ph']",9
"['cs.DM', 'math.GT']",5
"['physics.ao-ph', 'physics.data-an']",3
"['cs.CV', 'cs.PF']",21
"['math.HO', 'physics.ed-ph']",2
"['astro-ph.GA', 'hep-ph']",1
"['cs.IT', 'econ.TH']",2
"['cond-mat.dis-nn', 'q-fin.MF']",1
"['cs.NI', 'eess.AS']",3
"['cs.NE', 'cs.PF']",9
"['cs.IR', 'math.AT']",1
"['eess.IV', 'math.OC']",14
"['cs.MA', 'physics.flu-dyn']",2
"['cs.DM', 'q-bio.MN']",7
"['cs.NE', 'math.FA']",4
"['cond-mat.stat-mech', 'cs.CL']",8
"['physics.chem-ph', 'physics.med-ph']",1
"['q-fin.MF', 'q-fin.TR']",3
"['cond-mat.str-el', 'stat.ML']",2
"['cs.AI', 'math.GT']",3
"['cs.IT', 'nlin.CD']",3
"['cs.CC', 'cs.PF']",6
"['cs.SE', 'hep-ex']",1
"['nlin.CD', 'physics.soc-ph']",1
"['cs.ET', 'q-fin.PM']",1
"['cs.IT', 'math.PR']",115
"['cs.CY', 'physics.soc-ph']",100
"['cs.CR', 'stat.ML']",176
"['cs.FL', 'cs.PL']",25
"['cs.AI', 'econ.GN']",55
"['cs.OH', 'eess.SY']",6
"['eess.SP', 'q-bio.QM']",26
"['physics.data-an', 'physics.space-ph']",2
"['hep-ph', 'hep-th']",9
"['nlin.CD', 'physics.data-an']",5
"['cs.FL', 'math.RA']",3
"['cs.AR', 'q-bio.GN']",11
"['gr-qc', 'stat.ML']",1
"['cs.PF', 'physics.pop-ph']",1
"['cs.CV', 'cs.IR']",151
"['cs.AR', 'quant-ph']",47
"['eess.IV', 'eess.SP']",90
"['math.ST', 'quant-ph']",9
"['cond-mat.mtrl-sci', 'eess.IV']",10
"['cs.CY', 'cs.NE']",12
"['cs.DB', 'eess.SY']",5
"['cs.GT', 'stat.CO']",1
"['math.AT', 'physics.soc-ph']",2
"['math.DS', 'nlin.SI']",1
"['cs.LO', 'gr-qc']",1
"['cs.ET', 'eess.SY']",19
"['cs.DM', 'math.OC']",95
"['cs.AI', 'eess.AS']",512
"['cs.DS', 'eess.SY']",8
"['cs.GL', 'cs.LG']",1
"['hep-ph', 'stat.ML']",16
"['cs.LG', 'q-bio.CB']",4
"['eess.AS', 'q-bio.PE']",2
"['cs.AI', 'nlin.CG']",1
"['cs.DC', 'q-bio.BM']",2
"['astro-ph.IM', 'math.MG']",1
"['cs.CG', 'math.CO']",93
"['cs.AR', 'cs.DC']",114
"['cs.LG', 'hep-ex']",101
"['cs.CE', 'physics.geo-ph']",12
"['math.DG', 'stat.ML']",14
"['cs.FL', 'cs.IT']",3
"['cs.DM', 'cs.RO']",5
"['cs.CV', 'gr-qc']",2
"['q-bio.GN', 'stat.ME']",4
"['cs.GR', 'eess.SP']",3
"['eess.IV', 'q-bio.BM']",2
"['cond-mat.mtrl-sci', 'math.AP']",1
"['cs.DM', 'cs.PF']",3
"['cs.HC', 'hep-ex']",1
"['cs.AI', 'cs.NI']",237
"['cs.AI', 'nlin.AO']",14
"['cs.OH', 'quant-ph']",2
"['cs.DM', 'quant-ph']",34
"['cond-mat.dis-nn', 'q-bio.NC']",19
"['cs.AR', 'eess.IV']",17
"['cs.AI', 'cs.OH']",6
"['cs.IT', 'cs.SD']",3
"['cond-mat.str-el', 'physics.comp-ph']",9
"['cs.CR', 'cs.ET']",37
"['astro-ph.IM', 'math.NA']",5
"['cs.ET', 'physics.bio-ph']",9
"['math.OC', 'q-fin.MF']",4
"['q-fin.ST', 'stat.ME']",5
"['stat.AP', 'stat.OT']",4
"['cond-mat.stat-mech', 'hep-lat']",6
"['cs.DB', 'math.LO']",7
"['cs.DC', 'cs.FL']",13
"['astro-ph.IM', 'cs.CL']",4
"['cs.CV', 'stat.ME']",19
"['cs.ET', 'cs.MM']",2
"['nlin.CD', 'q-bio.QM']",1
"['math.HO', 'stat.OT']",1
"['cs.DL', 'econ.EM']",2
"['physics.comp-ph', 'q-bio.OT']",1
"['hep-ex', 'nucl-ex']",5
"['math.PR', 'stat.AP']",10
"['cs.LG', 'physics.ao-ph']",173
"['cs.DS', 'cs.IT']",76
"['cs.AI', 'cs.DB']",218
"['cs.RO', 'stat.ML']",34
"['cs.CL', 'q-bio.BM']",17
"['eess.IV', 'physics.med-ph']",114
"['math.PR', 'q-fin.MF']",5
"['cs.DM', 'cs.ET']",5
"['cs.MM', 'eess.SY']",5
"['eess.SP', 'math.MG']",1
"['cs.AI', 'math.SP']",1
"['cs.NI', 'cs.SI']",38
"['cs.GT', 'eess.SY']",100
"['gr-qc', 'math.RT']",1
"['cs.CY', 'physics.app-ph']",1
"['astro-ph.GA', 'eess.IV']",2
"['cs.IR', 'cs.RO']",1
"['astro-ph.IM', 'cs.DS']",2
"['cs.ET', 'physics.flu-dyn']",1
"['physics.ao-ph', 'stat.ML']",12
"['cs.NI', 'math.DS']",2
"['astro-ph.IM', 'math.ST']",1
"['cond-mat.dis-nn', 'physics.optics']",3
"['cs.SC', 'math.GR']",1
"['astro-ph.GA', 'astro-ph.HE']",2
"['cs.RO', 'math.PR']",3
"['cs.CC', 'cs.DM']",146
"['cs.HC', 'cs.IT']",16
"['cs.LG', 'math.SP']",12
"['cs.LG', 'physics.acc-ph']",18
"['cond-mat.stat-mech', 'cs.SI']",34
"['cs.IT', 'math.AT']",4
"['cs.MS', 'cs.PF']",9
"['eess.IV', 'physics.geo-ph']",5
"['hep-th', 'quant-ph']",24
"['math.ST', 'q-fin.PM']",1
"['cond-mat.mtrl-sci', 'cs.ET']",10
"['cond-mat.soft', 'q-bio.TO']",1
"['physics.data-an', 'quant-ph']",10
"['math.NA', 'math.ST']",25
"['physics.plasm-ph', 'quant-ph']",1
"['physics.bio-ph', 'q-bio.BM']",4
"['cond-mat.stat-mech', 'q-bio.NC']",8
"['astro-ph.HE', 'physics.pop-ph']",1
"['eess.AS', 'math.AT']",2
"['cs.PL', 'math.PR']",4
"['physics.class-ph', 'physics.flu-dyn']",1
"['math.ST', 'q-bio.QM']",2
"['cs.AI', 'math.PR']",40
"['cs.CV', 'stat.AP']",45
"['cs.HC', 'math.NA']",6
"['cs.FL', 'cs.SE']",22
"['cs.IT', 'q-bio.NC']",20
"['cs.NI', 'stat.OT']",1
"['cs.DL', 'cs.LG']",42
"['cs.SI', 'q-bio.QM']",8
"['math.HO', 'math.PR']",2
"['cs.NE', 'physics.chem-ph']",2
"['cs.LO', 'q-bio.BM']",1
"['astro-ph.CO', 'cs.DC']",2
"['astro-ph.CO', 'math.AT']",1
"['cs.AR', 'cs.CR']",138
"['cs.LG', 'physics.bio-ph']",34
"['cs.AI', 'physics.data-an']",26
"['gr-qc', 'physics.data-an']",2
"['cs.PF', 'cs.SE']",29
"['cs.CG', 'math.NA']",11
"['cs.AI', 'q-bio.MN']",16
"['cs.GR', 'physics.bio-ph']",1
"['cs.GR', 'eess.SY']",4
"['math.OC', 'stat.ME']",19
"['cs.MS', 'eess.SY']",2
"['math.AG', 'math.NA']",5
"['cs.MA', 'physics.bio-ph']",4
"['cs.DM', 'cs.PL']",4
"['cond-mat.mtrl-sci', 'cs.IT']",3
"['cs.CV', 'math.AT']",5
"['econ.GN', 'q-fin.ST']",4
"['cs.CV', 'cs.GL']",1
"['cs.RO', 'math.AC']",2
"['cs.IT', 'q-fin.GN']",1
"['cs.SD', 'physics.bio-ph']",2
"['cs.DC', 'cs.LG']",916
"['cs.SE', 'quant-ph']",26
"['physics.chem-ph', 'stat.ML']",17
"['physics.ao-ph', 'stat.ME']",7
"['cs.AI', 'cs.DL']",58
"['cs.CE', 'physics.comp-ph']",38
"['cs.AI', 'cs.SC']",58
"['eess.SP', 'math.DG']",3
"['cs.DB', 'stat.ME']",5
"['cs.GT', 'math.CO']",26
"['nlin.AO', 'nlin.CD']",3
"['cs.GT', 'cs.NE']",8
"['math.OA', 'math.QA']",1
"['math.CO', 'math.SG']",1
"['cs.IR', 'math.ST']",3
"['nlin.AO', 'physics.flu-dyn']",2
"['math.MG', 'math.NT']",3
"['math.PR', 'stat.CO']",12
"['cs.HC', 'cs.IR']",98
"['math.OC', 'math.ST']",59
"['cs.CR', 'math.NT']",29
"['cs.AR', 'cs.PL']",26
"['math.NA', 'quant-ph']",9
"['cs.GT', 'cs.NI']",28
"['cs.CV', 'cs.GT']",10
"['cs.NI', 'stat.ML']",12
"['cs.NI', 'math.PR']",11
"['hep-ex', 'quant-ph']",5
"['cs.PL', 'math.OC']",1
"['cs.IT', 'stat.OT']",4
"['cs.IR', 'cs.NE']",15
"['math.CT', 'math.QA']",2
"['cs.LO', 'math.GT']",1
"['nlin.AO', 'q-bio.OT']",1
"['hep-ph', 'nucl-th']",2
"['cs.CC', 'physics.comp-ph']",3
"['econ.TH', 'q-fin.GN']",1
"['cs.CL', 'cs.DL']",68
"['cs.AI', 'econ.EM']",17
"['physics.data-an', 'stat.AP']",8
"['cs.DL', 'physics.space-ph']",1
"['cs.RO', 'physics.class-ph']",3
"['cs.PF', 'cs.RO']",7
"['cs.ET', 'stat.OT']",1
"['eess.SY', 'physics.bio-ph']",5
"['cs.DB', 'math.GR']",1
"['cond-mat.mes-hall', 'cond-mat.str-el']",4
"['astro-ph.HE', 'physics.comp-ph']",2
"['cs.CL', 'cs.CV']",1188
"['cs.LO', 'math.HO']",9
"['quant-ph', 'stat.ML']",57
"['cs.LG', 'hep-th']",41
"['cs.CC', 'cs.MA']",9
"['cs.SI', 'eess.IV']",2
"['math.DS', 'stat.AP']",6
"['math-ph', 'math.PR']",35
"['cs.MA', 'physics.optics']",1
"['econ.GN', 'q-fin.GN']",7
"['math.DS', 'math.OC']",57
"['math.GT', 'stat.AP']",1
"['cs.HC', 'cs.NE']",14
"['nlin.CD', 'physics.ao-ph']",3
"['cs.HC', 'physics.hist-ph']",1
"['cs.CY', 'stat.CO']",4
"['cond-mat.soft', 'cs.ET']",3
"['cs.ET', 'cs.NI']",21
"['cs.DC', 'cs.SI']",20
"['cs.AI', 'math.DS']",49
"['cs.LG', 'math.AT']",64
"['cs.IR', 'math.NA']",8
"['astro-ph.IM', 'cs.HC']",4
"['econ.GN', 'q-fin.CP']",6
"['math.NT', 'math.QA']",1
"['astro-ph.IM', 'cs.DB']",1
"['math.GR', 'math.RA']",3
"['cond-mat.stat-mech', 'cs.CY']",2
"['cs.HC', 'physics.med-ph']",2
"['cs.LG', 'econ.TH']",23
"['cond-mat.mes-hall', 'quant-ph']",14
"['cs.CE', 'eess.SP']",11
"['gr-qc', 'physics.hist-ph']",2
"['cs.DM', 'math.FA']",2
"['cs.AR', 'cs.NI']",21
"['cs.GR', 'math.NA']",16
"['cs.SE', 'eess.IV']",2
"['eess.SY', 'physics.comp-ph']",6
"['math.RT', 'quant-ph']",4
"['cs.CE', 'cs.IT']",3
"['cs.DL', 'cs.RO']",1
"['cond-mat.stat-mech', 'stat.CO']",2
"['cs.NE', 'stat.ME']",2
"['eess.SY', 'stat.OT']",1
"['physics.soc-ph', 'q-fin.GN']",1
"['nucl-ex', 'nucl-th']",3
"['gr-qc', 'physics.pop-ph']",1
"['cs.AI', 'cs.RO']",1684
"['cs.SC', 'math.AC']",27
"['cs.SD', 'stat.ML']",21
"['cs.SI', 'math.OC']",31
"['math.CO', 'quant-ph']",35
"['cs.CC', 'cs.LO']",90
"['math.PR', 'physics.geo-ph']",1
"['cs.DS', 'stat.AP']",5
"['math.NA', 'stat.AP']",8
"['math.AP', 'q-bio.QM']",1
"['cs.SD', 'q-bio.PE']",2
"['cs.RO', 'physics.geo-ph']",1
"['hep-th', 'math.AP']",2
"['cs.SC', 'math.OC']",6
"['eess.IV', 'q-bio.SC']",1
"['cs.LO', 'quant-ph']",38
"['cs.MA', 'eess.SP']",33
"['cond-mat.str-el', 'quant-ph']",21
"['cs.ET', 'physics.app-ph']",48
"['cs.CY', 'cs.GL']",5
"['cs.CR', 'q-fin.RM']",8
"['cs.AI', 'physics.flu-dyn']",23
"['q-fin.GN', 'q-fin.PM']",4
"['cs.SC', 'math.AG']",31
"['cs.SI', 'q-fin.RM']",2
"['physics.data-an', 'physics.flu-dyn']",15
"['cs.GR', 'math.CO']",2
"['math.PR', 'q-fin.CP']",2
"['math.CO', 'math.FA']",3
"['math.CO', 'math.SP']",6
"['nlin.PS', 'nlin.SI']",1
"['cs.SD', 'math.AT']",2
"['hep-th', 'math.GR']",3
"['cs.IR', 'math.CT']",2
"['cs.LG', 'math.NA']",679
"['cs.CV', 'stat.ML']",368
"['cs.DS', 'cs.GT']",120
"['cs.GT', 'q-fin.RM']",3
"['cs.CC', 'math.AG']",17
"['cs.CG', 'cs.NE']",2
"['astro-ph.SR', 'physics.space-ph']",9
"['cs.OH', 'math.OC']",1
"['nucl-ex', 'physics.data-an']",3
"['math.GN', 'math.HO']",1
"['astro-ph.GA', 'math.NA']",1
"['eess.IV', 'physics.bio-ph']",4
"['cs.SC', 'physics.data-an']",2
"['cs.RO', 'q-bio.PE']",2
"['cs.DC', 'math.DS']",1
"['cs.DS', 'math.MG']",2
"['cs.CV', 'math.CO']",1
"['cs.SD', 'math.FA']",2
"['cond-mat.str-el', 'hep-th']",5
"['cs.LG', 'cs.MA']",495
"['cs.IR', 'cs.PF']",11
"['cond-mat.str-el', 'hep-lat']",2
"['q-bio.PE', 'stat.AP']",8
"['cs.CL', 'cs.FL']",30
"['astro-ph.CO', 'cs.CV']",7
"['cond-mat.stat-mech', 'cs.AI']",19
"['eess.AS', 'q-bio.QM']",16
"['cs.DB', 'cs.GT']",1
"['cs.GT', 'math.RA']",1
"['cs.CL', 'physics.chem-ph']",8
"['cs.PL', 'stat.AP']",1
"['cs.CG', 'stat.CO']",1
"['cs.MM', 'eess.AS']",269
"['eess.SP', 'stat.ML']",142
"['cs.DM', 'math.DS']",20
"['cs.NE', 'quant-ph']",23
"['cs.AI', 'cs.AR']",122
"['cs.RO', 'physics.app-ph']",10
"['cs.DS', 'cs.IR']",27
"['cs.AI', 'physics.pop-ph']",2
"['cs.DB', 'cs.DM']",8
"['cs.SE', 'eess.AS']",5
"['cs.DS', 'hep-th']",2
"['cs.DC', 'physics.flu-dyn']",10
"['cs.CG', 'cs.DB']",3
"['econ.EM', 'q-fin.TR']",3
"['cs.NE', 'math.RT']",1
"['math.FA', 'math.PR']",9
"['cond-mat.mtrl-sci', 'cs.IR']",3
"['eess.SP', 'math.OC']",70
"['cs.DS', 'cs.SI']",65
"['eess.SP', 'stat.ME']",15
"['eess.IV', 'q-bio.QM']",103
"['cs.MA', 'q-bio.TO']",2
"['physics.soc-ph', 'quant-ph']",4
"['math.FA', 'math.OA']",7
"['cs.SI', 'econ.GN']",23
"['cs.LO', 'eess.SY']",43
"['cs.HC', 'physics.ed-ph']",4
"['cs.ET', 'math.PR']",1
"['cs.IR', 'math.OC']",5
"['cond-mat.stat-mech', 'math.ST']",5
"['nlin.AO', 'q-bio.NC']",7
"['cs.CL', 'cs.DS']",13
"['cs.DM', 'stat.CO']",2
"['astro-ph.HE', 'physics.chem-ph']",1
"['cs.LG', 'math.GN']",2
"['cs.OH', 'math.NA']",1
"['cs.CE', 'q-bio.GN']",2
"['math.AT', 'math.OC']",3
"['cs.AI', 'cs.DC']",327
"['cs.DM', 'cs.DS']",341
"['cond-mat.stat-mech', 'cs.GT']",9
"['cs.SI', 'q-bio.MN']",3
"['eess.AS', 'physics.class-ph']",4
"['econ.EM', 'math.ST']",24
"['physics.chem-ph', 'q-bio.BM']",25
"['cond-mat.soft', 'cs.CG']",3
"['q-fin.PR', 'quant-ph']",1
"['math.NA', 'physics.ao-ph']",6
"['math.GN', 'math.MG']",1
"['cs.MS', 'cs.SI']",2
"['q-bio.BM', 'q-bio.NC']",2
"['astro-ph.GA', 'cs.DC']",1
"['cs.DM', 'cs.IR']",1
"['cond-mat.stat-mech', 'physics.flu-dyn']",1
"['cs.ET', 'stat.ML']",3
"['cs.CV', 'cs.HC']",320
"['cs.CV', 'eess.AS']",269
"['cs.DC', 'cs.NI']",183
"['cs.LG', 'cs.PL']",148
"['cs.IT', 'math.FA']",34
"['physics.comp-ph', 'physics.flu-dyn']",45
"['cs.CE', 'cs.CR']",24
"['math.DS', 'math.RA']",1
"['cs.GT', 'stat.ME']",5
"['cs.AI', 'math.CT']",9
"['math.AG', 'math.DS']",2
"['cs.CC', 'q-bio.PE']",3
"['cs.PF', 'q-bio.GN']",1
"['cond-mat.stat-mech', 'cond-mat.str-el']",3
"['cs.DC', 'physics.plasm-ph']",4
"['astro-ph.EP', 'cs.NE']",1
"['cs.GL', 'eess.AS']",2
"['cs.MA', 'cs.SC']",1
"['cs.AI', 'nlin.PS']",1
"['cond-mat.mtrl-sci', 'cond-mat.other']",1
"['math.ST', 'stat.ML']",502
"['cs.CY', 'cs.IT']",24
"['math.DS', 'physics.comp-ph']",17
"['eess.AS', 'stat.ML']",26
"['math.NA', 'stat.ME']",13
"['astro-ph.HE', 'cs.CV']",3
"['q-fin.CP', 'q-fin.ST']",17
"['cs.CE', 'q-fin.TR']",15
"['cs.SC', 'hep-th']",2
"['cs.NE', 'econ.EM']",1
"['physics.comp-ph', 'physics.pop-ph']",1
"['physics.pop-ph', 'physics.soc-ph']",2
"['math.DG', 'math.ST']",7
"['cs.DC', 'physics.chem-ph']",3
"['cs.MA', 'math.CO']",3
"['eess.SP', 'physics.chem-ph']",1
"['cs.NI', 'cs.SC']",1
"['cs.AI', 'cs.CL']",5358
"['cs.DL', 'cs.IR']",54
"['hep-ph', 'physics.data-an']",23
"['cs.SI', 'stat.CO']",16
"['cs.DB', 'cs.FL']",12
"['math.DS', 'stat.CO']",6
"['cs.LG', 'q-bio.SC']",3
"['cs.MM', 'math.OC']",2
"['cond-mat.soft', 'nlin.AO']",2
"['q-bio.GN', 'q-bio.TO']",2
"['cs.LG', 'nlin.SI']",4
"['nucl-ex', 'physics.atom-ph']",1
"['math.QA', 'math.RA']",4
"['physics.bio-ph', 'q-bio.CB']",1
"['cs.IT', 'physics.chem-ph']",3
"['econ.EM', 'math.NA']",1
"['cs.AI', 'cs.CY']",1023
"['cond-mat.dis-nn', 'cs.LG']",189
"['cs.FL', 'cs.SC']",14
"['math.GR', 'physics.flu-dyn']",2
"['cs.SI', 'math.NA']",14
"['cs.DC', 'q-fin.ST']",1
"['math.CO', 'math.RT']",18
"['cs.NI', 'q-bio.NC']",1
"['cs.GR', 'cs.PL']",2
"['nlin.CD', 'physics.class-ph']",2
"['cs.CR', 'cs.MM']",41
"['cs.DM', 'cs.SI']",37
"['cs.MA', 'math.DS']",29
"['cs.NI', 'cs.RO']",24
"['math.AG', 'math.CT']",1
"['math.CO', 'math.OC']",40
"['cs.NE', 'stat.CO']",3
"['math.PR', 'q-bio.PE']",5
"['physics.flu-dyn', 'stat.ML']",8
"['cs.DC', 'math.LO']",4
